Accuracy,Regions,Classifier
0.125,ALL,LDA_shuffled
0.05,ALL,LDA_shuffled
0.075,ALL,LDA_shuffled
0.15,ALL,LDA_shuffled
0.125,ALL,LDA_shuffled
0.15,ALL,LDA_shuffled
0.15,ALL,LDA_shuffled
0.175,ALL,LDA_shuffled
0.175,ALL,LDA_shuffled
0.075,ALL,LDA_shuffled
0.05,ALL,LDA_shuffled
0.025,ALL,LDA_shuffled
0.05,ALL,LDA_shuffled
0.05,ALL,LDA_shuffled
0.075,ALL,LDA_shuffled
0.075,ALL,LDA_shuffled
0.175,ALL,LDA_shuffled
0.175,ALL,LDA_shuffled
0.1,ALL,LDA_shuffled
0.025,ALL,LDA_shuffled
0.175,ALL,LDA_shuffled
0.1,ALL,LDA_shuffled
0.05,ALL,LDA_shuffled
0.075,ALL,LDA_shuffled
0.2,ALL,LDA_shuffled
0.075,ALL,LDA_shuffled
0.025,ALL,LDA_shuffled
0.05,ALL,LDA_shuffled
0.15,ALL,LDA_shuffled
0.05,ALL,LDA_shuffled
0.1,ALL,LDA_shuffled
0.05,ALL,LDA_shuffled
0.05,ALL,LDA_shuffled
0.35,BLA,NB
0.325,BLA,NB
0.425,BLA,NB
0.25,BLA,NB
0.4,BLA,NB
0.25,BLA,NB
0.225,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.325,BLA,NB
0.35,BLA,NB
0.25,BLA,NB
0.225,BLA,NB
0.3,BLA,NB
0.2,BLA,NB
0.325,BLA,NB
0.275,BLA,NB
0.45,BLA,NB
0.325,BLA,NB
0.4,BLA,NB
0.425,BLA,NB
0.35,BLA,NB
0.4,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.425,BLA,NB
0.25,BLA,NB
0.35,BLA,NB
0.275,BLA,NB
0.225,BLA,NB
0.4,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.35,BLA,NB
0.425,BLA,NB
0.5,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.375,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.375,BLA,NB
0.375,BLA,NB
0.425,BLA,NB
0.4,BLA,NB
0.325,BLA,NB
0.225,BLA,NB
0.35,BLA,NB
0.225,BLA,NB
0.325,BLA,NB
0.45,BLA,NB
0.175,BLA,NB
0.375,BLA,NB
0.3,BLA,NB
0.225,BLA,NB
0.225,BLA,NB
0.275,BLA,NB
0.4,BLA,NB
0.2,BLA,NB
0.225,BLA,NB
0.225,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.325,BLA,NB
0.35,BLA,NB
0.3,BLA,NB
0.35,BLA,NB
0.35,BLA,NB
0.275,BLA,NB
0.35,BLA,NB
0.25,BLA,NB
0.225,BLA,NB
0.325,BLA,NB
0.4,BLA,NB
0.35,BLA,NB
0.225,BLA,NB
0.35,BLA,NB
0.35,BLA,NB
0.35,BLA,NB
0.375,BLA,NB
0.325,BLA,NB
0.35,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.35,BLA,NB
0.225,BLA,NB
0.275,BLA,NB
0.35,BLA,NB
0.275,BLA,NB
0.425,BLA,NB
0.25,BLA,NB
0.475,BLA,NB
0.325,BLA,NB
0.35,BLA,NB
0.35,BLA,NB
0.25,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.25,BLA,NB
0.2,BLA,NB
0.325,BLA,NB
0.275,BLA,NB
0.325,BLA,NB
0.275,BLA,NB
0.35,BLA,NB
0.4,BLA,NB
0.35,BLA,NB
0.375,BLA,NB
0.15,BLA,NB
0.325,BLA,NB
0.325,BLA,NB
0.325,BLA,NB
0.175,BLA,NB
0.25,BLA,NB
0.325,BLA,NB
0.4,BLA,NB
0.35,BLA,NB
0.3,BLA,NB
0.2,BLA,NB
0.375,BLA,NB
0.5,BLA,NB
0.35,BLA,NB
0.225,BLA,NB
0.425,BLA,NB
0.275,BLA,NB
0.425,BLA,NB
0.35,BLA,NB
0.425,BLA,NB
0.3,BLA,NB
0.275,BLA,NB
0.5,BLA,NB
0.275,BLA,NB
0.35,BLA,NB
0.5,BLA,NB
0.475,BLA,NB
0.375,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.275,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.4,BLA,NB
0.25,BLA,NB
0.4,BLA,NB
0.35,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.375,BLA,NB
0.425,BLA,NB
0.45,BLA,NB
0.325,BLA,NB
0.35,BLA,NB
0.175,BLA,NB
0.3,BLA,NB
0.275,BLA,NB
0.325,BLA,NB
0.35,BLA,NB
0.25,BLA,NB
0.225,BLA,NB
0.25,BLA,NB
0.35,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.325,BLA,NB
0.45,BLA,NB
0.375,BLA,NB
0.275,BLA,NB
0.2,BLA,NB
0.45,BLA,NB
0.375,BLA,NB
0.2,BLA,NB
0.225,BLA,NB
0.225,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.325,BLA,NB
0.225,BLA,NB
0.375,BLA,NB
0.35,BLA,NB
0.275,BLA,NB
0.45,BLA,NB
0.325,BLA,NB
0.35,BLA,NB
0.225,BLA,NB
0.35,BLA,NB
0.325,BLA,NB
0.375,BLA,NB
0.375,BLA,NB
0.4,BLA,NB
0.35,BLA,NB
0.35,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.3,BLA,NB
0.375,BLA,NB
0.375,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.25,BLA,NB
0.45,BLA,NB
0.35,BLA,NB
0.35,BLA,NB
0.3,BLA,NB
0.35,BLA,NB
0.275,BLA,NB
0.35,BLA,NB
0.35,BLA,NB
0.2,BLA,NB
0.425,BLA,NB
0.3,BLA,NB
0.325,BLA,NB
0.325,BLA,NB
0.275,BLA,NB
0.2,BLA,NB
0.3,BLA,NB
0.325,BLA,NB
0.325,BLA,NB
0.275,BLA,NB
0.35,BLA,NB
0.225,BLA,NB
0.35,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.4,BLA,NB
0.25,BLA,NB
0.4,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.225,BLA,NB
0.3,BLA,NB
0.325,BLA,NB
0.275,BLA,NB
0.225,BLA,NB
0.375,BLA,NB
0.375,BLA,NB
0.375,BLA,NB
0.225,BLA,NB
0.225,BLA,NB
0.35,BLA,NB
0.375,BLA,NB
0.4,BLA,NB
0.275,BLA,NB
0.225,BLA,NB
0.275,BLA,NB
0.35,BLA,NB
0.425,BLA,NB
0.325,BLA,NB
0.3,BLA,NB
0.325,BLA,NB
0.4,BLA,NB
0.275,BLA,NB
0.25,BLA,NB
0.375,BLA,NB
0.35,BLA,NB
0.375,BLA,NB
0.425,BLA,NB
0.275,BLA,NB
0.35,BLA,NB
0.25,BLA,NB
0.3,BLA,NB
0.325,BLA,NB
0.425,BLA,NB
0.375,BLA,NB
0.45,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.4,BLA,NB
0.55,BLA,NB
0.2,BLA,NB
0.325,BLA,NB
0.3,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.2,BLA,NB
0.425,BLA,NB
0.225,BLA,NB
0.325,BLA,NB
0.425,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.2,BLA,NB
0.2,BLA,NB
0.225,BLA,NB
0.25,BLA,NB
0.325,BLA,NB
0.225,BLA,NB
0.25,BLA,NB
0.4,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.2,BLA,NB
0.425,BLA,NB
0.425,BLA,NB
0.2,BLA,NB
0.4,BLA,NB
0.2,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.35,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.225,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.2,BLA,NB
0.375,BLA,NB
0.275,BLA,NB
0.375,BLA,NB
0.4,BLA,NB
0.275,BLA,NB
0.375,BLA,NB
0.4,BLA,NB
0.275,BLA,NB
0.35,BLA,NB
0.4,BLA,NB
0.25,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.475,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.325,BLA,NB
0.225,BLA,NB
0.375,BLA,NB
0.475,BLA,NB
0.325,BLA,NB
0.225,BLA,NB
0.45,BLA,NB
0.325,BLA,NB
0.375,BLA,NB
0.375,BLA,NB
0.225,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.225,BLA,NB
0.375,BLA,NB
0.35,BLA,NB
0.3,BLA,NB
0.425,BLA,NB
0.375,BLA,NB
0.15,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.45,BLA,NB
0.15,BLA,NB
0.2,BLA,NB
0.375,BLA,NB
0.325,BLA,NB
0.175,BLA,NB
0.15,BLA,NB
0.425,BLA,NB
0.4,BLA,NB
0.3,BLA,NB
0.5,BLA,NB
0.35,BLA,NB
0.5,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.375,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.4,BLA,NB
0.25,BLA,NB
0.225,BLA,NB
0.25,BLA,NB
0.325,BLA,NB
0.425,BLA,NB
0.35,BLA,NB
0.2,BLA,NB
0.175,BLA,NB
0.4,BLA,NB
0.225,BLA,NB
0.275,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.175,BLA,NB
0.175,BLA,NB
0.45,BLA,NB
0.275,BLA,NB
0.25,BLA,NB
0.35,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.5,BLA,NB
0.225,BLA,NB
0.35,BLA,NB
0.4,BLA,NB
0.225,BLA,NB
0.325,BLA,NB
0.325,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.3,BLA,NB
0.425,BLA,NB
0.325,BLA,NB
0.45,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.475,BLA,NB
0.325,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.3,BLA,NB
0.35,BLA,NB
0.3,BLA,NB
0.175,BLA,NB
0.175,BLA,NB
0.175,BLA,NB
0.35,BLA,NB
0.325,BLA,NB
0.325,BLA,NB
0.35,BLA,NB
0.2,BLA,NB
0.375,BLA,NB
0.3,BLA,NB
0.45,BLA,NB
0.2,BLA,NB
0.375,BLA,NB
0.3,BLA,NB
0.325,BLA,NB
0.275,BLA,NB
0.325,BLA,NB
0.225,BLA,NB
0.275,BLA,NB
0.35,BLA,NB
0.425,BLA,NB
0.425,BLA,NB
0.275,BLA,NB
0.4,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.25,BLA,NB
0.325,BLA,NB
0.375,BLA,NB
0.35,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.375,BLA,NB
0.35,BLA,NB
0.3,BLA,NB
0.275,BLA,NB
0.425,BLA,NB
0.375,BLA,NB
0.425,BLA,NB
0.35,BLA,NB
0.2,BLA,NB
0.425,BLA,NB
0.325,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.375,BLA,NB
0.325,BLA,NB
0.2,BLA,NB
0.425,BLA,NB
0.375,BLA,NB
0.4,BLA,NB
0.35,BLA,NB
0.375,BLA,NB
0.35,BLA,NB
0.25,BLA,NB
0.325,BLA,NB
0.275,BLA,NB
0.175,BLA,NB
0.425,BLA,NB
0.4,BLA,NB
0.375,BLA,NB
0.3,BLA,NB
0.275,BLA,NB
0.425,BLA,NB
0.325,BLA,NB
0.2,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.4,BLA,NB
0.325,BLA,NB
0.3,BLA,NB
0.325,BLA,NB
0.3,BLA,NB
0.425,BLA,NB
0.325,BLA,NB
0.325,BLA,NB
0.3,BLA,NB
0.425,BLA,NB
0.25,BLA,NB
0.3,BLA,NB
0.275,BLA,NB
0.325,BLA,NB
0.375,BLA,NB
0.3,BLA,NB
0.35,BLA,NB
0.325,BLA,NB
0.3,BLA,NB
0.375,BLA,NB
0.275,BLA,NB
0.225,BLA,NB
0.225,BLA,NB
0.55,BLA,NB
0.275,BLA,NB
0.35,BLA,NB
0.275,BLA,NB
0.4,BLA,NB
0.475,BLA,NB
0.35,BLA,NB
0.45,BLA,NB
0.2,BLA,NB
0.3,BLA,NB
0.35,BLA,NB
0.225,BLA,NB
0.3,BLA,NB
0.225,BLA,NB
0.425,BLA,NB
0.225,BLA,NB
0.325,BLA,NB
0.35,BLA,NB
0.35,BLA,NB
0.375,BLA,NB
0.275,BLA,NB
0.4,BLA,NB
0.225,BLA,NB
0.25,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.25,BLA,NB
0.425,BLA,NB
0.225,BLA,NB
0.3,BLA,NB
0.4,BLA,NB
0.325,BLA,NB
0.325,BLA,NB
0.225,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.35,BLA,NB
0.375,BLA,NB
0.35,BLA,NB
0.25,BLA,NB
0.2,BLA,NB
0.225,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.4,BLA,NB
0.3,BLA,NB
0.4,BLA,NB
0.4,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.325,BLA,NB
0.4,BLA,NB
0.275,BLA,NB
0.325,BLA,NB
0.275,BLA,NB
0.375,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.225,BLA,NB
0.275,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.225,BLA,NB
0.35,BLA,NB
0.375,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.325,BLA,NB
0.4,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.35,BLA,NB
0.4,BLA,NB
0.4,BLA,NB
0.375,BLA,NB
0.275,BLA,NB
0.35,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.225,BLA,NB
0.25,BLA,NB
0.425,BLA,NB
0.35,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.3,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.225,BLA,NB
0.35,BLA,NB
0.375,BLA,NB
0.3,BLA,NB
0.4,BLA,NB
0.25,BLA,NB
0.225,BLA,NB
0.25,BLA,NB
0.35,BLA,NB
0.35,BLA,NB
0.275,BLA,NB
0.25,BLA,NB
0.35,BLA,NB
0.3,BLA,NB
0.425,BLA,NB
0.475,BLA,NB
0.275,BLA,NB
0.25,BLA,NB
0.5,BLA,NB
0.4,BLA,NB
0.4,BLA,NB
0.225,BLA,NB
0.225,BLA,NB
0.3,BLA,NB
0.35,BLA,NB
0.4,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.4,BLA,NB
0.375,BLA,NB
0.375,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.375,BLA,NB
0.2,BLA,NB
0.225,BLA,NB
0.175,BLA,NB
0.3,BLA,NB
0.225,BLA,NB
0.3,BLA,NB
0.35,BLA,NB
0.25,BLA,NB
0.425,BLA,NB
0.35,BLA,NB
0.25,BLA,NB
0.3,BLA,NB
0.4,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.2,BLA,NB
0.4,BLA,NB
0.4,BLA,NB
0.25,BLA,NB
0.425,BLA,NB
0.325,BLA,NB
0.35,BLA,NB
0.325,BLA,NB
0.2,BLA,NB
0.375,BLA,NB
0.425,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.375,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.375,BLA,NB
0.425,BLA,NB
0.325,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.325,BLA,NB
0.225,BLA,NB
0.3,BLA,NB
0.4,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.175,BLA,NB
0.45,BLA,NB
0.4,BLA,NB
0.325,BLA,NB
0.3,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.25,BLA,NB
0.4,BLA,NB
0.25,BLA,NB
0.3,BLA,NB
0.475,BLA,NB
0.375,BLA,NB
0.3,BLA,NB
0.35,BLA,NB
0.425,BLA,NB
0.25,BLA,NB
0.375,BLA,NB
0.4,BLA,NB
0.35,BLA,NB
0.35,BLA,NB
0.25,BLA,NB
0.35,BLA,NB
0.275,BLA,NB
0.225,BLA,NB
0.325,BLA,NB
0.45,BLA,NB
0.3,BLA,NB
0.425,BLA,NB
0.275,BLA,NB
0.2,BLA,NB
0.125,BLA,NB
0.4,BLA,NB
0.4,BLA,NB
0.4,BLA,NB
0.275,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.25,BLA,NB
0.3,BLA,NB
0.4,BLA,NB
0.25,BLA,NB
0.2,BLA,NB
0.325,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.325,BLA,NB
0.3,BLA,NB
0.375,BLA,NB
0.3,BLA,NB
0.225,BLA,NB
0.3,BLA,NB
0.375,BLA,NB
0.375,BLA,NB
0.275,BLA,NB
0.25,BLA,NB
0.3,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.475,BLA,NB
0.275,BLA,NB
0.375,BLA,NB
0.525,BLA,NB
0.35,BLA,NB
0.325,BLA,NB
0.4,BLA,NB
0.325,BLA,NB
0.375,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.325,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.5,BLA,NB
0.325,BLA,NB
0.275,BLA,NB
0.45,BLA,NB
0.325,BLA,NB
0.375,BLA,NB
0.375,BLA,NB
0.225,BLA,NB
0.225,BLA,NB
0.2,BLA,NB
0.4,BLA,NB
0.325,BLA,NB
0.35,BLA,NB
0.275,BLA,NB
0.375,BLA,NB
0.25,BLA,NB
0.45,BLA,NB
0.35,BLA,NB
0.225,BLA,NB
0.35,BLA,NB
0.225,BLA,NB
0.35,BLA,NB
0.35,BLA,NB
0.35,BLA,NB
0.325,BLA,NB
0.275,BLA,NB
0.25,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.375,BLA,NB
0.25,BLA,NB
0.375,BLA,NB
0.2,BLA,NB
0.3,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.35,BLA,NB
0.25,BLA,NB
0.3,BLA,NB
0.15,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.375,BLA,NB
0.35,BLA,NB
0.425,BLA,NB
0.3,BLA,NB
0.375,BLA,NB
0.375,BLA,NB
0.225,BLA,NB
0.275,BLA,NB
0.225,BLA,NB
0.3,BLA,NB
0.225,BLA,NB
0.425,BLA,NB
0.25,BLA,NB
0.375,BLA,NB
0.2,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.35,BLA,NB
0.275,BLA,NB
0.325,BLA,NB
0.4,BLA,NB
0.225,BLA,NB
0.4,BLA,NB
0.35,BLA,NB
0.2,BLA,NB
0.275,BLA,NB
0.35,BLA,NB
0.35,BLA,NB
0.2,BLA,NB
0.35,BLA,NB
0.425,BLA,NB
0.325,BLA,NB
0.225,BLA,NB
0.5,BLA,NB
0.375,BLA,NB
0.25,BLA,NB
0.225,BLA,NB
0.4,BLA,NB
0.325,BLA,NB
0.2,BLA,NB
0.275,BLA,NB
0.225,BLA,NB
0.275,BLA,NB
0.325,BLA,NB
0.3,BLA,NB
0.35,BLA,NB
0.15,BLA,NB
0.35,BLA,NB
0.2,BLA,NB
0.2,BLA,NB
0.375,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.25,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.225,BLA,NB
0.325,BLA,NB
0.3,BLA,NB
0.375,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.225,BLA,NB
0.45,BLA,NB
0.3,BLA,NB
0.225,BLA,NB
0.325,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.2,BLA,NB
0.3,BLA,NB
0.275,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.25,BLA,NB
0.25,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.35,BLA,NB
0.375,BLA,NB
0.225,BLA,NB
0.475,BLA,NB
0.425,BLA,NB
0.25,BLA,NB
0.225,BLA,NB
0.35,BLA,NB
0.275,BLA,NB
0.25,BLA,NB
0.15,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.35,BLA,NB
0.35,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.275,BLA,NB
0.375,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.225,BLA,NB
0.125,BLA,NB
0.325,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.35,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.375,BLA,NB
0.325,BLA,NB
0.3,BLA,NB
0.475,BLA,NB
0.425,BLA,NB
0.325,BLA,NB
0.175,BLA,NB
0.3,BLA,NB
0.275,BLA,NB
0.325,BLA,NB
0.225,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.375,BLA,NB
0.4,BLA,NB
0.25,BLA,NB
0.3,BLA,NB
0.3,BLA,NB
0.425,BLA,NB
0.325,BLA,NB
0.375,BLA,NB
0.3,BLA,NB
0.325,BLA,NB
0.35,BLA,NB
0.275,BLA,NB
0.35,BLA,NB
0.3,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.475,BLA,NB
0.2,BLA,NB
0.3,BLA,NB
0.35,BLA,NB
0.425,BLA,NB
0.325,BLA,NB
0.4,BLA,NB
0.375,BLA,NB
0.35,BLA,NB
0.375,BLA,NB
0.225,BLA,NB
0.375,BLA,NB
0.35,BLA,NB
0.3,BLA,NB
0.275,BLA,NB
0.525,BLA,NB
0.375,BLA,NB
0.325,BLA,NB
0.4,BLA,NB
0.375,BLA,NB
0.275,BLA,NB
0.15,BLA,NB
0.35,BLA,NB
0.225,BLA,NB
0.2,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.375,BLA,NB
0.325,BLA,NB
0.275,BLA,NB
0.3,BLA,NB
0.375,BLA,NB
0.225,BLA,NB
0.3,BLA,NB
0.4,BLA,NB
0.175,BLA,NB
0.375,BLA,NB
0.25,BLA,NB
0.325,BLA,NB
0.25,BLA,NB
0.35,BLA,NB
0.425,BLA,NB
0.25,BLA,NB
0.25,BLA,NB
0.275,BLA,NB
0.275,BLA,NB
0.175,BLA,NB
0.275,BLA,NB
0.45,BLA,NB
0.275,CEN,NB
0.2,CEN,NB
0.2,CEN,NB
0.25,CEN,NB
0.2,CEN,NB
0.35,CEN,NB
0.35,CEN,NB
0.275,CEN,NB
0.15,CEN,NB
0.175,CEN,NB
0.35,CEN,NB
0.2,CEN,NB
0.3,CEN,NB
0.2,CEN,NB
0.25,CEN,NB
0.2,CEN,NB
0.25,CEN,NB
0.4,CEN,NB
0.175,CEN,NB
0.225,CEN,NB
0.375,CEN,NB
0.275,CEN,NB
0.325,CEN,NB
0.2,CEN,NB
0.3,CEN,NB
0.2,CEN,NB
0.225,CEN,NB
0.275,CEN,NB
0.275,CEN,NB
0.275,CEN,NB
0.325,CEN,NB
0.225,CEN,NB
0.275,CEN,NB
0.35,CEN,NB
0.225,CEN,NB
0.325,CEN,NB
0.25,CEN,NB
0.25,CEN,NB
0.125,CEN,NB
0.325,CEN,NB
0.325,CEN,NB
0.275,CEN,NB
0.25,CEN,NB
0.25,CEN,NB
0.25,CEN,NB
0.275,CEN,NB
0.2,CEN,NB
0.175,CEN,NB
0.275,CEN,NB
0.35,CEN,NB
0.3,CEN,NB
0.275,CEN,NB
0.275,CEN,NB
0.325,CEN,NB
0.225,CEN,NB
0.3,CEN,NB
0.275,CEN,NB
0.2,CEN,NB
0.15,CEN,NB
0.35,CEN,NB
0.3,CEN,NB
0.225,CEN,NB
0.15,CEN,NB
0.25,CEN,NB
0.25,CEN,NB
0.3,CEN,NB
0.3,CEN,NB
0.25,CEN,NB
0.3,CEN,NB
0.275,CEN,NB
0.2,CEN,NB
0.25,CEN,NB
0.25,CEN,NB
0.2,CEN,NB
0.325,CEN,NB
0.225,CEN,NB
0.2,CEN,NB
0.325,CEN,NB
0.325,CEN,NB
0.325,CEN,NB
0.375,CEN,NB
0.3,CEN,NB
0.325,CEN,NB
0.275,CEN,NB
0.275,CEN,NB
0.25,CEN,NB
0.3,CEN,NB
0.225,CEN,NB
0.275,CEN,NB
0.225,CEN,NB
0.25,CEN,NB
0.25,CEN,NB
0.325,CEN,NB
0.3,CEN,NB
0.225,CEN,NB
0.275,CEN,NB
0.25,CEN,NB
0.2,CEN,NB
0.275,CEN,NB
0.25,CEN,NB
0.225,CEN,NB
0.275,CEN,NB
0.25,CEN,NB
0.225,CEN,NB
0.2,CEN,NB
0.1,CEN,NB
0.225,CEN,NB
0.325,CEN,NB
0.225,CEN,NB
0.25,CEN,NB
0.4,CEN,NB
0.275,CEN,NB
0.2,CEN,NB
0.175,CEN,NB
0.35,CEN,NB
0.225,CEN,NB
0.325,CEN,NB
0.25,CEN,NB
0.25,CEN,NB
0.25,CEN,NB
0.325,CEN,NB
0.325,CEN,NB
0.2,CEN,NB
0.25,CEN,NB
0.3,CEN,NB
0.325,CEN,NB
0.25,CEN,NB
0.325,CEN,NB
0.3,CEN,NB
0.275,CEN,NB
0.25,CEN,NB
0.25,CEN,NB
0.25,CEN,NB
0.175,CEN,NB
0.3,CEN,NB
0.325,CEN,NB
0.275,CEN,NB
0.275,CEN,NB
0.3,CEN,NB
0.175,CEN,NB
0.275,CEN,NB
0.375,CEN,NB
0.2,CEN,NB
0.25,CEN,NB
0.275,CEN,NB
0.175,CEN,NB
0.225,CEN,NB
0.225,CEN,NB
0.275,CEN,NB
0.275,CEN,NB
0.175,CEN,NB
0.275,CEN,NB
0.375,CEN,NB
0.2,CEN,NB
0.3,CEN,NB
0.325,CEN,NB
0.25,CEN,NB
0.325,CEN,NB
0.225,CEN,NB
0.25,CEN,NB
0.175,CEN,NB
0.35,CEN,NB
0.225,CEN,NB
0.3,CEN,NB
0.225,CEN,NB
0.325,CEN,NB
0.225,CEN,NB
0.15,CEN,NB
0.425,CEN,NB
0.225,CEN,NB
0.25,CEN,NB
0.2,CEN,NB
0.225,CEN,NB
0.225,CEN,NB
0.275,CEN,NB
0.4,CEN,NB
0.275,CEN,NB
0.225,CEN,NB
0.275,CEN,NB
0.275,CEN,NB
0.325,CEN,NB
0.275,CEN,NB
0.275,CEN,NB
0.35,CEN,NB
0.25,CEN,NB
0.275,CEN,NB
0.2,CEN,NB
0.25,CEN,NB
0.2,CEN,NB
0.275,CEN,NB
0.325,CEN,NB
0.175,CEN,NB
0.3,CEN,NB
0.325,CEN,NB
0.225,CEN,NB
0.325,CEN,NB
0.225,CEN,NB
0.25,CEN,NB
0.275,CEN,NB
0.25,CEN,NB
0.325,CEN,NB
0.15,CEN,NB
0.275,CEN,NB
0.225,CEN,NB
0.275,CEN,NB
0.225,CEN,NB
0.325,CEN,NB
0.2,CEN,NB
0.4,CEN,NB
0.325,CEN,NB
0.2,CEN,NB
0.225,CEN,NB
0.275,CEN,NB
0.275,CEN,NB
0.225,CEN,NB
0.225,CEN,NB
0.125,CEN,NB
0.275,CEN,NB
0.35,CEN,NB
0.25,CEN,NB
